"lp.","Cena.jednostkowa.netto","Z.powierzchnia.przynalezna","Data.transakcji","Rodzaj.transakcji","Sprzedajacy","Kupujacy","Wojewodztwo","Powiat","Gmina","MiejscowoSæ","Obreb","Dzielnica","Ulica","Numer.administracyjny","Numer.lokalu","Sposob.uzytkowania.lokalu","Pow..lokalu.obliczeniowa","liczba.pokoi","Stan.techniczny.lokalu","Rok.budowy","Cena.netto","Adres","X","lon","lat"
665,"2647.98","Nie",42157,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bednorza","32","4","mieszkalny","64.2","3","","","170000","Bednorza 32","",19.0899565,50.2639488
666,"1979.8","Nie",42412,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Rozdzien","","Bednorza","43","9","mieszkalny","49.5","2","","","98000","Bednorza 43","",19.0873012,50.2638044
667,"1582.57","Nie",42711,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Panewniki","Bema","41","2","mieszkalny","107.42","4","","","85000","Bema 41","",18.8194855,50.288869
668,"2821.37","Nie",42146,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","Bielska","7A","3","mieszkalny","59.9","3","","","169000","Bielska 7A","",19.045251,50.1975679
669,"4248.21","Nie",42671,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Blekitna","4","22","mieszkalny","41.9","2","","","178000","Blekitna 4","",18.533334,54.552502
670,"3472.22","Nie",42300,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Blekitna","8","9","mieszkalny","46.8","3","do remontu","","162500","Blekitna 8","",16.9045342,52.4301936
671,"2836.88","Nie",42317,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","","Blekitna","8a","6","mieszkalny","46.53","3","","","132000","Blekitna 8a","",19.0108786,50.273139
672,"4008.55","Nie",42170,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bocianow","1","6","mieszkalny","56.13","2","","","225000","Bocianow 1","",19.007941,50.239152
673,"4008.55","Tak",42170,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bocianow","1","6","mieszkalny","56.13","2","","","225000","Bocianow 1","",19.007941,50.239152
674,"4008.55","Nie",42170,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bocianow","1","6","mieszkalny","56.13","2","","","225000","Bocianow 1","",19.007941,50.239152
675,"4819.28","Nie",42436,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bocianow","3","3","mieszkalny","33.2","1","","","160000","Bocianow 3","",19.007766,50.239253
676,"4054.05","Nie",42754,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bocianow","3","8","mieszkalny","51.8","3","","","210000","Bocianow 3","",19.007766,50.239253
677,"4153.18","Nie",42465,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Zawodzie","Bocianow","4","1","mieszkalny","92.7","4","","","385000","Bocianow 4","",19.0069929,50.2392619
678,"3627.42","Tak",42373,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bocianow","9","1","mieszkalny","102.69","4","","","372500","Bocianow 9","",19.007292,50.2387809
679,"6287.79","Nie",42424,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bocianow","11","6","mieszkalny","82.7","4","","","520000","Bocianow 11","",19.007492,50.2386859
680,"1128.21","Nie",42416,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","SrodmieScie-Zaleze","Zaleze","Boguslawskiego","8","3","mieszkalny","39","2","","","44000","Boguslawskiego 8","",20.9161407,52.2774166
681,"3845.28","Nie",42184,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohaterow Monte Cassino","1","66","mieszkalny","44.08","2","","","169500","Bohaterow Monte Cassino 1","",19.0525132,50.2601694
682,"3629.76","Tak",42271,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohaterow Monte Cassino","1","85","mieszkalny","44.08","2","","","160000","Bohaterow Monte Cassino 1","",19.0525132,50.2601694
683,"4168.26","Nie",42276,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohaterow Monte Cassino","1","106","mieszkalny","26.15","1","","","109000","Bohaterow Monte Cassino 1","",19.0525132,50.2601694
684,"2711.57","Nie",42349,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohaterow Monte Cassino","3","2","mieszkalny","45.73","2","","","124000","Bohaterow Monte Cassino 3","",19.0525819,50.2608399
685,"4359.46","Nie",42396,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohaterow Monte Cassino","3","106","mieszkalny","26.15","1","","","114000","Bohaterow Monte Cassino 3","",19.0525819,50.2608399
686,"4359.46","Nie",42396,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Bohaterow Monte Cassino","3","106","mieszkalny","26.15","1","","","114000","Bohaterow Monte Cassino 3","",19.0525819,50.2608399
687,"4359.46","Nie",42396,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohaterow Monte Cassino","3","106","mieszkalny","26.15","1","","","114000","Bohaterow Monte Cassino 3","",19.0525819,50.2608399
688,"3706.93","Tak",42496,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Bohaterow Monte Cassino","5","8","mieszkalny","45.86","2","","","170000","Bohaterow Monte Cassino 5","",23.1385359,53.1330693
689,"3822.6","Nie",42481,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Bohaterow Monte Cassino","5","28","mieszkalny","44.08","2","","","168500","Bohaterow Monte Cassino 5","",23.1385359,53.1330693
690,"4011.74","Tak",42571,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Zawodzie","Bohaterow Monte Cassino","5","108","mieszkalny","61.32","3","","","246000","Bohaterow Monte Cassino 5","",23.1385359,53.1330693
691,"2849.19","Nie",42139,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohaterow Monte Cassino","10","1","mieszkalny","61.07","3","","","174000","Bohaterow Monte Cassino 10","",18.5611019,54.44294
692,"3999.33","Nie",42667,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohaterow Monte Cassino","10","9","mieszkalny","60.01","3","","","240000","Bohaterow Monte Cassino 10","",18.5611019,54.44294
693,"2996.56","Nie",42192,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohaterow Monte Cassino","14","28","mieszkalny","61.07","3","","","183000","Bohaterow Monte Cassino 14","",19.053888,50.261247
694,"2650.25","Tak",42192,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Bohaterow Monte Cassino","14","28","mieszkalny","69.05","3","","","183000","Bohaterow Monte Cassino 14","",19.053888,50.261247
695,"2996.56","Nie",42192,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohaterow Monte Cassino","14","28","mieszkalny","61.07","3","","","183000","Bohaterow Monte Cassino 14","",19.053888,50.261247
696,"2901.65","Tak",42552,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Bohaterow Monte Cassino","20","3","mieszkalny","65.48","3","","","190000","Bohaterow Monte Cassino 20","",19.053829,50.261502
697,"3463.59","Nie",42166,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohaterow Monte Cassino","20","28","mieszkalny","22.52","1","","","78000","Bohaterow Monte Cassino 20","",19.053829,50.261502
698,"3525.05","Nie",42258,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohaterow Monte Cassino","22","19","mieszkalny","53.9","2","","","190000","Bohaterow Monte Cassino 22","",19.054962,50.261799
699,"3525.05","Nie",42258,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Bogucice","Bohaterow Monte Cassino","22","19","mieszkalny","53.9","2","","","190000","Bohaterow Monte Cassino 22","",19.054962,50.261799
700,"3525.05","Nie",42258,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohaterow Monte Cassino","22","19","mieszkalny","53.9","2","","","190000","Bohaterow Monte Cassino 22","",19.054962,50.261799
701,"4032.26","Nie",42187,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohaterow Monte Cassino","22","21","mieszkalny","55.8","2","","","225000","Bohaterow Monte Cassino 22","",19.054962,50.261799
702,"4064.41","Tak",42158,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohaterow Monte Cassino","24","10","mieszkalny","63.97","3","","","260000","Bohaterow Monte Cassino 24","",19.054654,50.261477
703,"4151.44","Nie",42620,"umowa sprzedazy - rynek pierwotny","spoldzielnia","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Zawodzie","Bohaterow Monte Cassino","24","13","mieszkalny","60.22","3","","lata 2000-2009","250000","Bohaterow Monte Cassino 24","",19.054654,50.261477
704,"4465.93","Nie",42627,"umowa sprzedazy - rynek pierwotny","spoldzielnia","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Bogucice-Zawodzie","Zawodzie","Bohaterow Monte Cassino","26","20","mieszkalny","55.17","1","","lata 2000-2009","246385.41","Bohaterow Monte Cassino 26","",18.564953,54.44343
705,"3424.66","Nie",42772,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohaterow Monte Cassino","6A","6","mieszkalny","73","4","","","250000","Bohaterow Monte Cassino 6A","",18.560731,54.442883
706,"3150.68","Nie",42277,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohaterow Monte Cassino","6A","8","mieszkalny","73","4","","","230000","Bohaterow Monte Cassino 6A","",18.560731,54.442883
707,"1916.76","Nie",42459,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohdanowicza","1","17","mieszkalny","36.52","2","","","70000","Bohdanowicza 1","",19.0421928,50.2025728
708,"1916.76","Nie",42459,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","Bohdanowicza","1","17","mieszkalny","36.52","2","","","70000","Bohdanowicza 1","",19.0421928,50.2025728
709,"1916.76","Nie",42459,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohdanowicza","1","17","mieszkalny","36.52","2","","","70000","Bohdanowicza 1","",19.0421928,50.2025728
710,"1898.25","Nie",42709,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohdanowicza","1","37","mieszkalny","39.51","2","","","75000","Bohdanowicza 1","",19.0421928,50.2025728
711,"3360.22","Nie",42349,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohdanowicza","1","67","mieszkalny","37.2","2","","","125000","Bohdanowicza 1","",19.0421928,50.2025728
712,"3332.58","Nie",42363,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohdanowicza","2","13","mieszkalny","44.11","3","","","147000","Bohdanowicza 2","",20.9755231,52.1997745
713,"2829.43","Nie",42439,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohdanowicza","14","2","mieszkalny","24.74","1","","lata 70-te XX w.","70000","Bohdanowicza 14","",19.0394905,50.2020005
714,"2626.31","Tak",42688,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","","","Bohdanowicza","14","25","mieszkalny","39.98","2","","","105000","Bohdanowicza 14","",19.0394905,50.2020005
715,"3531.15","Tak",42146,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Panewniki","Bojanowskiego","7","4","mieszkalny","87.79","3","","","310000","Bojanowskiego 7","",17.7881891,51.8978898
716,"4389.83","Nie",42548,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","","Bojanowskiego","9","9b","mieszkalny","93.17","2","","","409000","Bojanowskiego 9","",17.006053,51.882188
717,"2625.3","Nie",42566,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","Boya-zelenskiego","83","32","mieszkalny","41.9","2","","","110000","Boya-zelenskiego 83","",19.0000664,50.182906
718,"2067.18","Nie",42257,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","Boya-zelenskiego","85","A","mieszkalny","38.7","2","","","80000","Boya-zelenskiego 85","",19.000534,50.1822088
719,"2343.17","Nie",42153,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","Boya-zelenskiego","87","6","mieszkalny","54.2","2","","","127000","Boya-zelenskiego 87","",19.0014242,50.1815649
720,"2149.79","Nie",42216,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","Boya-zelenskiego","87","10","mieszkalny","72.1","3","","","155000","Boya-zelenskiego 87","",19.0014242,50.1815649
721,"1838.13","Nie",42429,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","Boya-zelenskiego","89","1","mieszkalny","72.9","3","","","134000","Boya-zelenskiego 89","",19.0017412,50.1812727
722,"1952.66","Nie",42556,"umowa sprzedazy - rynek wtorny","spolka","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Piotrowice","","Boya-zelenskiego","91","11","mieszkalny","50.7","2","","","99000","Boya-zelenskiego 91","",19.002172,50.1810284
723,"2101.58","Nie",42201,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","Boya-zelenskiego","110","F","mieszkalny","57.1","1","","","120000","Boya-zelenskiego 110","",19.0124756,50.1772633
724,"2003.6","Nie",42566,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","Boya-zelenskiego","112","1","mieszkalny","44.42","2","do remontu kapitalnego","","89000","Boya-zelenskiego 112","",19.0131891,50.1771749
725,"2557.54","Tak",42472,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","Boya-zelenskiego","112","4","mieszkalny","50.83","2","","","130000","Boya-zelenskiego 112","",19.0131891,50.1771749
726,"1425.37","Nie",42152,"umowa sprzedazy - rynek wtorny","jednostki samorzadowe","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","Boya-zelenskiego","112","9","mieszkalny","47.03","2","do remontu kapitalnego","","67035","Boya-zelenskiego 112","",19.0131891,50.1771749
727,"1871.15","Nie",42199,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","Boya-zelenskiego","112","9","mieszkalny","47.03","2","","","88000","Boya-zelenskiego 112","",19.0131891,50.1771749
728,"2083.33","Nie",42587,"umowa sprzedazy - rynek wtorny","osoba fizyczna","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Gorne Lasy Pszczynskie","","Boya-zelenskiego","85A","7","mieszkalny","62.4","3","","","130000","Boya-zelenskiego 85A","",16.7360869,53.1605969
729,"4438.84","Nie",42649,"umowa sprzedazy - rynek pierwotny","developer","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Braci Mniejszych","3","16","mieszkalny","57.9","2","stan developerski","lata 2010-2019","257008.98","Braci Mniejszych 3","",22.0823488,53.1804229
730,"4356.03","Nie",42681,"umowa sprzedazy - rynek pierwotny","developer","osoba fizyczna","Slaskie","Katowice","Katowice","Katowice","Ligota","Ligota","Braci Mniejszych","3","22","mieszkalny","42.81","1","stan developerski","lata 2010-2019","186481.48","Braci Mniejszych 3","",22.0823488,53.1804229
